total_psa,psa_w_overlap,stem_psa,stem_psa_w_overlap,tot_surface_area,stem_surface_area,tot_hull_area,tot_hull_boundary,stem_hull_area,stem_hull_boundary,num_drip_points,max_bo,topQuarterTotPsa,topHalfTotPsa,topThreeQuarterTotPsa,TotalShade,top_quarter_shade,top_half_shade,top_three_quarter_shade,DBH,volume,X_max,Y_max,Z_max,X_min,Y_min,Z_min,Order_zero_angle_avg,Order_zero_angle_std,Order_one_angle_avg,Order_one_angle_std,Order_two_angle_avg,Order_two_angle_std,Order_three_angle_avg,Order_three_angle_std,order_gr_four_angle_avg,order_gr_four_angle_std,file_name
1.9412822657523097,16.612411399042763,1.854662007662676,16.517060215326925,19.85329850787339,19.495074988550606,1.0456251034505002,8.37989160608166,1.0456251034505002,8.37989160608166,70,4.0,0.029862028471880096,0.029130503264231784,0.03185684182767693,14.671129133290453,0.028544089836094647,0.027960517250591167,0.029894983741628172,1.058276,3.9067559999999997,2.337789,4.043691,14.774411,-0.788937,1.518001,-0.598273,0.9952166744851837,0.4979685828886039,0.13865145828746364,0.5506412658287071,0.07238048870801676,0.5935085194558603,0.05497620698665051,0.7654157219067046,-0.27136065181979163,0.7932343014447354,5_SmallTree.csvXY,1728930502
